id,title,tags,difficulty
2090,Space Formula,['greedy'],1400
2091, ,"['*special', 'greedy', 'implementation']",1400
2092,Accounting,"['brute+force', 'math']",1400
2093,Promocodes with Mistakes,"['*special', 'brute+force', 'constructive+algorithms', 'implementation']",1400
2094,Name Quest,"['*special', 'greedy']",1400
2095,Put Knight!,"['games', 'math']",1400
2096,Friends or Not,"['*special', 'greedy', 'implementation']",1400
2097,Chat,"['*special', 'dp']",1400
2098,Splitting money,['implementation'],1400
2099,Guilty --- to the kitchen!,"['greedy', 'implementation']",1400
2100,Robot Bicorn Attack,"['brute+force', 'implementation']",1400
2101,Measuring Lengths in Baden,['math'],1400
2102,Datatypes,"['math', 'sortings']",1400
2103,Special Task,['math'],1400
2104,World Football Cup,['implementation'],1400
2105,Jeopardy!,"['greedy', 'math']",1400
2106,File List,"['dp', 'greedy', 'implementation']",1400
2107,Hyperspace Jump (easy),"['expression+parsing', 'math']",1400
2108,Blinds,['brute+force'],1400
2109,Three Sons,['brute+force'],1400
2110,Banana,"['binary+search', 'constructive+algorithms', 'greedy']",1400
2111,"Fly, freebies, fly!","['binary+search', 'brute+force', 'implementation']",1400
2112,Orange,"['*special', 'implementation']",1400
2113,Crash,['implementation'],1400
2114,Heroes,"['brute+force', 'implementation']",1400
2115,Draw Brackets!,"['*special', 'implementation']",1400
2116,DDoS,"['*special', 'brute+force']",1400
2117,TCMCF+++,['greedy'],1400
2118,Death Stars (easy),['implementation'],1400
2119,Robot Factory,"['bitmasks', 'dfs+and+similar']",1400
2120,Oh Sweet Beaverette,"['brute+force', 'implementation']",1400
2121,Plane of Tanks: Pro,['implementation'],1400
2122,Boot Camp,"['*special', 'greedy']",1400
2123,Polycarp and the Language of Gods,"['*special', 'implementation', 'two+pointers']",1400
2124,Binary Blocks,['brute+force'],1400
2125,Generate Bell state,['*special'],1400
2126,Distinguish plus state and minus state,['*special'],1400
2127,Generate GHZ state,['*special'],1400
2128,Oracle for f(x) = k-th element of x,['*special'],1400
2129,Crystal Ball Sequence,"['*special', 'implementation']",1400
2130,Gnikool Ssalg,"['*special', 'implementation', 'strings']",1400
2131,A+B,"['*special', 'implementation']",1400
2132,LCM,"['*special', 'implementation', 'math']",1400
2133,Chocolate Bar,"['*special', 'math']",1400
2134,HQ9+,"['*special', 'implementation']",1400
2135,Binary Notation,"['*special', 'implementation']",1400
2136,Boredom,['dp'],1500
2137,Two Substrings,"['brute+force', 'dp', 'greedy', 'implementation', 'strings']",1500
2138,Kefa and Park,"['dfs+and+similar', 'graphs', 'trees']",1500
2139,Divisibility by Eight,"['brute+force', 'dp', 'math']",1500
2140,Woodcutters,"['dp', 'greedy']",1500
2141,Powered Addition,"['greedy', 'math']",1500
2142,Kefa and Company,"['binary+search', 'sortings', 'two+pointers']",1500
2143,Winner,"['hashing', 'implementation']",1500
2144,Little Girl and Maximum Sum,"['data+structures', 'greedy', 'implementation', 'sortings']",1500
2145,Codeforces Subsequences,"['brute+force', 'constructive+algorithms', 'greedy', 'math', 'strings']",1500
2146,Tetrahedron,"['dp', 'math', 'matrices']",1500
2147,Plus and Multiply,"['constructive+algorithms', 'math', 'number+theory']",1500
2148,Decrease the Sum of Digits,"['greedy', 'math']",1500
2149,Good String,"['brute+force', 'dp', 'greedy', 'two+pointers']",1500
2150,Omkar and Baseball,"['constructive+algorithms', 'math']",1500
2151,Binary String To Subsequences,"['constructive+algorithms', 'data+structures', 'greedy', 'implementation']",1500
2152,a-Good String,"['bitmasks', 'brute+force', 'divide+and+conquer', 'dp', 'implementation']",1500
2153,Binary String Reconstruction,"['2-sat', 'brute+force', 'constructive+algorithms', 'greedy']",1500
2154,Special Elements,"['brute+force', 'implementation', 'two+pointers']",1500
2155,Zero Array,"['greedy', 'math']",1500
2156,K-Complete Word,"['dfs+and+similar', 'dsu', 'greedy', 'implementation', 'strings']",1500
2157,Vasya and String,"['binary+search', 'dp', 'strings', 'two+pointers']",1500
2158,Potions (Easy Version),"['brute+force', 'data+structures', 'dp', 'greedy']",1500
2159,AGAGA XOOORRR,"['bitmasks', 'brute+force', 'dp', 'greedy']",1500
2160,Nastya and Strange Generator,"['brute+force', 'data+structures', 'greedy', 'implementation']",1500
2161,Air Conditioner,"['dp', 'greedy', 'implementation', 'sortings', 'two+pointers']",1500
2162,Cyclic Permutations,"['combinatorics', 'dp', 'graphs', 'math']",1500
2163,Balanced Bitstring,"['implementation', 'strings']",1500
2164,Interesting Function,"['binary+search', 'dp', 'math', 'number+theory']",1500
2165,Yet Another Walking Robot,"['data+structures', 'implementation']",1500
2166,Power Sequence,"['brute+force', 'math', 'number+theory', 'sortings']",1500
2167,Cyclic Components,"['dfs+and+similar', 'dsu', 'graphs']",1500
2168,Eastern Exhibition,"['binary+search', 'geometry', 'shortest+paths', 'sortings']",1500
2169,Killjoy,"['greedy', 'implementation', 'math']",1500
2170,Motarack's Birthday,"['binary+search', 'greedy', 'ternary+search']",1500
2171,Mortal Kombat Tower,"['dp', 'graphs', 'greedy', 'shortest+paths']",1500
2172,Pythagorean Triples,"['binary+search', 'brute+force', 'math', 'number+theory']",1500
2173,Binary String Reconstruction,"['constructive+algorithms', 'dfs+and+similar', 'math']",1500
2174,Journey,"['dfs+and+similar', 'dp', 'graphs', 'probabilities', 'trees']",1500
2175,Fight with Monsters,"['greedy', 'sortings']",1500
2176,Maximum width,"['binary+search', 'data+structures', 'dp', 'greedy', 'two+pointers']",1500
2177,Remove One Element,"['brute+force', 'dp']",1500
2178,Even Picture,['constructive+algorithms'],1500
2179,Palindromic Paths,"['greedy', 'math']",1500
2180,Sage's Birthday (hard version),"['binary+search', 'brute+force', 'constructive+algorithms', 'greedy', 'sortings', 'two+pointers']",1500
2181,Non-zero Segments,"['constructive+algorithms', 'data+structures', 'greedy', 'sortings']",1500
2182,Beautiful Sets of Points,"['constructive+algorithms', 'implementation']",1500
2183,Running for Gold,"['combinatorics', 'graphs', 'greedy', 'sortings']",1500
2184,Ehab and Path-etic MEXs,"['constructive+algorithms', 'dfs+and+similar', 'greedy', 'trees']",1500
2185,Bear and Friendship Condition,"['dfs+and+similar', 'dsu', 'graphs']",1500
2186,Sweets Eating,"['dp', 'greedy', 'math', 'sortings']",1500
2187,NP-Hard Problem,"['dfs+and+similar', 'graphs']",1500
2188,Tile Painting,"['constructive+algorithms', 'math', 'number+theory']",1500
2189,Fox And Two Dots,['dfs+and+similar'],1500
2190,Friends and Gifts,"['constructive+algorithms', 'data+structures', 'math']",1500
2191,Dubious Cyrpto,"['binary+search', 'brute+force', 'math', 'number+theory']",1500
2192,Boxers,"['greedy', 'sortings']",1500
2193,Burning Midnight Oil,"['binary+search', 'implementation']",1500
2194,Lunar New Year and a Wander,"['data+structures', 'dfs+and+similar', 'graphs', 'greedy', 'shortest+paths']",1500
2195,A and B,"['greedy', 'math']",1500
2196,Vasya and Petya's Game,"['math', 'number+theory']",1500
2197,Equalize the Array,"['binary+search', 'data+structures', 'greedy', 'math', 'sortings']",1500
2198,No More Inversions,"['constructive+algorithms', 'math']",1500
2199,Pipes,"['dp', 'implementation']",1500
2200,Anu Has a Function,"['brute+force', 'greedy', 'math']",1500
2201,Pythagorean Triples,"['math', 'number+theory']",1500
2202,Minimum Ties,"['brute+force', 'constructive+algorithms', 'dfs+and+similar', 'graphs', 'greedy', 'implementation', 'math']",1500
2203,Acacius and String,"['brute+force', 'implementation', 'strings']",1500
2204,Good Numbers (hard version),"['binary+search', 'greedy', 'math', 'meet-in-the-middle']",1500
2205,AquaMoon and Strange Sort,['sortings'],1500
2206,Diluc and Kaeya,"['data+structures', 'dp', 'hashing', 'number+theory']",1500
2207,Cow and Message,"['brute+force', 'dp', 'math', 'strings']",1500
2208,Prefix-Suffix Palindrome (Easy version),"['hashing', 'string+suffix+structures', 'strings']",1500
2209,Secret Passwords,"['dfs+and+similar', 'dsu', 'graphs']",1500
2210,Close Tuples (easy version),"['binary+search', 'combinatorics', 'math', 'sortings', 'two+pointers']",1500
2211,Painting Eggs,"['greedy', 'math']",1500
2212,Binary String Minimizing,['greedy'],1500
2213,Minimum Grid Path,"['brute+force', 'data+structures', 'greedy', 'math']",1500
2214,Polycarp Restores Permutation,['math'],1500
2215,Little Dima and Equation,"['brute+force', 'implementation', 'math', 'number+theory']",1500
2216,Division,"['brute+force', 'math', 'number+theory']",1500
2217,Sagheer and Nubian Market,"['binary+search', 'sortings']",1500
2218,Rings,"['constructive+algorithms', 'math']",1500
2219,k-Amazing Numbers,"['binary+search', 'data+structures', 'implementation', 'two+pointers']",1500
2220,Kolya and Tanya,['combinatorics'],1500
2221,Air Conditioners,"['data+structures', 'dp', 'implementation', 'shortest+paths', 'sortings', 'two+pointers']",1500
2222,Restoring the Permutation,"['constructive+algorithms', 'implementation']",1500
2223,Valera and Tubes,"['constructive+algorithms', 'dfs+and+similar', 'implementation']",1500
2224,13th Labour of Heracles,"['data+structures', 'greedy', 'sortings', 'trees']",1500
2225,Knight Tournament,"['data+structures', 'dsu']",1500
2226,Vladik and fractions,"['brute+force', 'constructive+algorithms', 'math', 'number+theory']",1500
2227,Alice and the List of Presents,"['combinatorics', 'math']",1500
2228,Edgy Trees,"['dfs+and+similar', 'dsu', 'graphs', 'math', 'trees']",1500
2229,They Are Everywhere,"['binary+search', 'strings', 'two+pointers']",1500
2230,Equalizing by Division (easy version),"['brute+force', 'implementation']",1500
2231,Interesting Story,"['greedy', 'sortings', 'strings']",1500
2232,Beautiful Regional Contest,"['greedy', 'implementation']",1500
2233,Backspace,"['dp', 'greedy', 'strings', 'two+pointers']",1500
2234,Swap Letters,"['constructive+algorithms', 'greedy']",1500
2235,Phoenix and Socks,"['greedy', 'sortings', 'two+pointers']",1500
2236,Random Events,"['dp', 'math', 'probabilities']",1500
2237,Binary Search,"['binary+search', 'combinatorics']",1500
2238,Ayoub and Lost Array,"['combinatorics', 'dp', 'math']",1500
2239,RGB Substring (easy version),['implementation'],1500
2240,Skyscrapers (easy version),"['brute+force', 'data+structures', 'dp', 'greedy']",1500
2241,Mashmokh and Numbers,"['constructive+algorithms', 'number+theory']",1500
2242,Walking Robot,['greedy'],1500
2243,Zero Quantity Maximization,"['hashing', 'math', 'number+theory']",1500
2244,Powers of Two,"['brute+force', 'data+structures', 'implementation', 'math']",1500
2245,Uniqueness,"['binary+search', 'brute+force', 'implementation', 'two+pointers']",1500
2246,Gas Pipeline,"['dp', 'greedy']",1500
2247,Cut 'em all!,"['dfs+and+similar', 'dp', 'graphs', 'greedy', 'trees']",1500
2248,Valeriy and Deque,"['data+structures', 'implementation']",1500
2249,Yet Another Array Partitioning Task,"['constructive+algorithms', 'greedy', 'sortings']",1500
2250,Hyperset,"['brute+force', 'data+structures', 'implementation']",1500
2251,k-Multiple Free Set,"['binary+search', 'greedy', 'sortings']",1500
2252,Nick and Array,"['greedy', 'implementation']",1500
2253,Vasya and Multisets,"['brute+force', 'dp', 'greedy', 'implementation', 'math']",1500
2254,Robot Breakout,['implementation'],1500
2255,Jury Meeting,"['combinatorics', 'math']",1500
2256,Arpas obvious problem and Mehrdads terrible solution,"['brute+force', 'math', 'number+theory']",1500
2257,Candies,"['binary+search', 'implementation']",1500
2258,Polycarp and Div 3,"['dp', 'greedy', 'number+theory']",1500
2259,Binary Table (Easy Version),"['constructive+algorithms', 'implementation']",1500
2260,Nikita and string,"['brute+force', 'dp']",1500
2261,Modulo Equality,"['brute+force', 'sortings']",1500
2262,Pride,"['brute+force', 'dp', 'greedy', 'math', 'number+theory']",1500
2263,Pairs,"['graphs', 'implementation']",1500
2264,New Year and Domino,"['dp', 'implementation']",1500
2265,Meaningless Operations,"['constructive+algorithms', 'math', 'number+theory']",1500
2266,Vus the Cossack and Numbers,"['constructive+algorithms', 'greedy', 'math']",1500
2267,Good Sequences,"['dp', 'number+theory']",1500
2268,A Tale of Two Lands,"['binary+search', 'sortings', 'two+pointers']",1500
2269,Restore Modulo,"['implementation', 'math']",1500
2270,XOR and OR,"['constructive+algorithms', 'implementation', 'math']",1500
2271,Magic Powder - 2,"['binary+search', 'implementation']",1500
2272,Discrete Acceleration,"['binary+search', 'dp', 'implementation', 'math', 'two+pointers']",1500
2273,Fly,"['binary+search', 'math']",1500
2274,Count Subrectangles,"['binary+search', 'greedy', 'implementation']",1500
2275,Convert to Ones,"['brute+force', 'greedy', 'implementation', 'math']",1500
2276,Kyoya and Colored Balls,"['combinatorics', 'dp', 'math']",1500
2277,Colored Boots,"['greedy', 'implementation']",1500
2278,The Child and Set,"['bitmasks', 'greedy', 'implementation', 'sortings']",1500
2279,Polycarp's New Job,['implementation'],1500
2280,Submarine in the Rybinsk Sea (easy edition),"['combinatorics', 'math', 'number+theory']",1500
2281,24 Game,"['constructive+algorithms', 'greedy', 'math']",1500
2282,Link/Cut Tree,"['brute+force', 'implementation']",1500
2283,Removing Columns,"['brute+force', 'constructive+algorithms', 'implementation']",1500
2284,Nastya Is Transposing Matrices,"['constructive+algorithms', 'sortings']",1500
2285,Ticks,"['greedy', 'implementation']",1500
2286,Maximum Absurdity,"['data+structures', 'dp', 'implementation']",1500
2287,Bear and Three Musketeers,"['brute+force', 'dfs+and+similar', 'graphs', 'hashing']",1500
2288,Pasha and Tea,"['constructive+algorithms', 'implementation', 'math', 'sortings']",1500
2289,Math,"['greedy', 'math', 'number+theory']",1500
2290,Heaters,"['greedy', 'two+pointers']",1500
2291,Duff and Weight Lifting,['greedy'],1500
2292,Division and Union,['sortings'],1500
2293,Marvolo Gaunt's Ring,"['brute+force', 'data+structures', 'dp']",1500
2294,Cthulhu,"['dfs+and+similar', 'dsu', 'graphs']",1500
2295,Balanced Ternary String,"['greedy', 'strings']",1500
2296,Hongcow Builds A Nation,"['dfs+and+similar', 'graphs']",1500
2297,Cellular Network,"['binary+search', 'implementation', 'two+pointers']",1500
2298,Almost Arithmetic Progression,"['brute+force', 'implementation', 'math']",1500
2299,The Fair Nut and String,"['combinatorics', 'dp', 'implementation']",1500
2300,Paint the Digits,"['constructive+algorithms', 'greedy', 'implementation']",1500
2301,Lunar New Year and Food Ordering,"['data+structures', 'implementation']",1500
2302,Bear and Different Names,"['constructive+algorithms', 'greedy']",1500
2303,Mentors,"['binary+search', 'data+structures', 'implementation']",1500
2304,A + B Strikes Back,"['*special', 'brute+force', 'constructive+algorithms', 'dsu', 'implementation']",1500
2305,Prime Graph,"['constructive+algorithms', 'greedy', 'math', 'number+theory']",1500
2306,New Year and Curling,"['brute+force', 'geometry', 'implementation', 'math']",1500
2307,Bishwock,"['dp', 'greedy']",1500
2308,Ramesses and Corner Inversion,"['constructive+algorithms', 'greedy', 'implementation', 'math']",1500
2309,Case of Matryoshkas,['implementation'],1500
2310,History,['sortings'],1500
2311,Bicolored RBS,"['constructive+algorithms', 'greedy']",1500
2312,Smallest Word,"['constructive+algorithms', 'greedy', 'implementation']",1500
2313,Balanced Substring,"['dp', 'implementation']",1500
2314,Dima and Staircase,"['data+structures', 'implementation']",1500
2315,Minimize the error,"['data+structures', 'greedy', 'sortings']",1500
2316,Array,"['bitmasks', 'implementation', 'two+pointers']",1500
2317,Cat Party (Easy Edition),"['data+structures', 'implementation']",1500
2318,Two TVs,"['data+structures', 'greedy', 'sortings']",1500
2319,Ping-Pong (Easy Version),"['dfs+and+similar', 'graphs']",1500
2320,Photo of The Sky,"['brute+force', 'implementation', 'math', 'sortings']",1500
2321,Glass Carving,"['binary+search', 'data+structures', 'implementation']",1500
2322,Peculiar apple-tree,"['dfs+and+similar', 'graphs', 'trees']",1500
2323,Bubble Sort Graph,"['binary+search', 'data+structures', 'dp']",1500
2324,Colorful Bricks,"['combinatorics', 'dp', 'math']",1500
2325,Bus,"['greedy', 'implementation', 'math']",1500
2326,Okabe and Boxes,"['data+structures', 'greedy', 'trees']",1500
2327,Hamming Distance Sum,"['combinatorics', 'strings']",1500
2328,Voting,"['greedy', 'implementation', 'two+pointers']",1500
2329,Vanya and Label,"['bitmasks', 'combinatorics', 'implementation', 'strings']",1500
2330,The Party and Sweets,"['binary+search', 'constructive+algorithms', 'greedy', 'implementation', 'math', 'sortings', 'two+pointers']",1500
2331,Lorenzo Von Matterhorn,"['brute+force', 'data+structures', 'implementation', 'trees']",1500
2332,Split a Number,"['greedy', 'implementation', 'strings']",1500
2333,Nested Segments,"['greedy', 'implementation', 'sortings']",1500
2334,Bicycle Race,"['geometry', 'implementation', 'math']",1500
2335,Planning,['greedy'],1500
2336,Make a Permutation!,"['greedy', 'implementation', 'math']",1500
2337,Treasure,['greedy'],1500
2338,Bracket Sequences Concatenation Problem,['implementation'],1500
2339,Secret Combination,"['brute+force', 'constructive+algorithms', 'implementation']",1500
2340,Queue,"['dsu', 'implementation']",1500
2341,Liebig's Barrels,['greedy'],1500
2342,Load Balancing,"['implementation', 'math']",1500
2343,Dasha and Password,"['brute+force', 'dp', 'implementation']",1500
2344,Mashmokh and Tokens,"['binary+search', 'greedy', 'implementation', 'math']",1500
2345,Did you mean...,"['dp', 'greedy', 'implementation']",1500
2346,Median,"['greedy', 'math', 'sortings']",1500
2347,Mahmoud and Ehab and the wrong algorithm,"['constructive+algorithms', 'trees']",1500
2348,Pyramid of Glasses,"['implementation', 'math', 'math']",1500
2349,Coach,"['brute+force', 'dfs+and+similar', 'graphs']",1500
2350,Santa Claus and Keyboard Check,"['implementation', 'strings']",1500
2351,Misha and Forest,"['constructive+algorithms', 'data+structures', 'greedy', 'sortings', 'trees']",1500
2352,Queue,"['binary+search', 'data+structures']",1500
2353,Pearls in a Row,['greedy'],1500
2354,Phone Numbers,"['constructive+algorithms', 'implementation', 'strings']",1500
2355,Sorting the Coins,"['dsu', 'implementation', 'sortings', 'two+pointers']",1500
2356,Vasya and Robot,"['brute+force', 'greedy', 'math']",1500
2357,Frodo and pillows,"['binary+search', 'greedy']",1500
2358,Biridian Forest,"['dfs+and+similar', 'shortest+paths']",1500
2359,Division into Teams,"['greedy', 'math', 'sortings']",1500
2360,Hashing Trees,"['constructive+algorithms', 'trees']",1500
2361,Light It Up,['greedy'],1500
2362,Searching for Graph,"['brute+force', 'constructive+algorithms', 'graphs']",1500
2363,Little Elephant and Interval,"['binary+search', 'combinatorics', 'dp']",1500
2364,Kayaking,"['brute+force', 'greedy', 'sortings']",1500
2365,Do you want a date?,"['implementation', 'math', 'sortings']",1500
2366,Hide and Seek,['graphs'],1500
2367,Music,"['implementation', 'math']",1500
2368,Checkpoints,"['greedy', 'implementation', 'sortings']",1500
2369,Choosing Symbol Pairs,['strings'],1500
2370,Magic Odd Square,"['constructive+algorithms', 'math']",1500
2371,Makes And The Product,"['combinatorics', 'implementation', 'math', 'sortings']",1500
2372,Green and Black Tea,"['constructive+algorithms', 'greedy', 'math']",1500
2373,Pie Rules,"['dp', 'games']",1500
2374,Triangle,"['brute+force', 'geometry']",1500
2375,Purification,"['constructive+algorithms', 'greedy']",1500
2376,Little Elephant and Cards,"['binary+search', 'data+structures']",1500
2377,Fire Again,"['brute+force', 'dfs+and+similar', 'shortest+paths']",1500
2378,Spongebob and Joke,['implementation'],1500
2379,Sereja and Algorithm,"['data+structures', 'implementation']",1500
2380,Escape,"['implementation', 'math']",1500
2381,Farewell Party,"['constructive+algorithms', 'implementation']",1500
2382,Almost Arithmetical Progression,"['brute+force', 'dp']",1500
2383,Trains,"['implementation', 'math']",1500
2384,Bertown Subway,"['dfs+and+similar', 'greedy', 'math']",1500
2385,Candies Distribution,"['constructive+algorithms', 'implementation']",1500
2386,Palindrome pairs,"['*special', 'brute+force', 'dp', 'strings']",1500
2387,DNA Alignment,"['math', 'strings']",1500
2388,Qualification Rounds,"['bitmasks', 'brute+force', 'constructive+algorithms', 'dp']",1500
2389,Bear and Colors,['implementation'],1500
2390,Batch Sort,"['brute+force', 'greedy', 'implementation', 'math']",1500
2391,Masha and two friends,['implementation'],1500
2392,Curiosity Has No Limits,[],1500
2393,Kolya and Tandem Repeat,"['brute+force', 'implementation', 'strings']",1500
2394,Error Correct System,['greedy'],1500
2395,Curriculum Vitae,"['brute+force', 'implementation']",1500
2396,Indivisibility,"['math', 'number+theory']",1500
2397,Two Seals,"['brute+force', 'implementation']",1500
2398,Xenia and Spies,"['brute+force', 'greedy', 'implementation']",1500
2399,Dima and Text Messages,"['brute+force', 'strings']",1500
2400,Anagram Search,"['implementation', 'strings']",1500
2401,Which floor?,"['brute+force', 'implementation']",1500
2402,Sereja and Swaps,"['brute+force', 'sortings']",1500
2403,Happy Birthday,['math'],1500
2404,Debate,['greedy'],1500
2405,BerOS File Suggestion,"['brute+force', 'implementation']",1500
2406,Bargaining Table,"['brute+force', 'dp']",1500
2407,Shifts,"['brute+force', 'two+pointers']",1500
2408,Divide The Students,"['binary+search', 'greedy', 'math']",1500
2409,New Problem,"['brute+force', 'strings']",1500
2410,Multitasking,"['greedy', 'implementation', 'sortings', 'two+pointers']",1500
2411,"Magic, Wizardry and Wonders","['constructive+algorithms', 'greedy']",1500
2412,Sysadmin Bob,"['greedy', 'implementation', 'strings']",1500
2413,Feed with Candy,['greedy'],1500
2414,Union of Doubly Linked Lists,['implementation'],1500
2415,Hierarchy,"['dfs+and+similar', 'dsu', 'greedy', 'shortest+paths']",1500
2416,Inna and Nine,"['combinatorics', 'greedy']",1500
2417,Dynasty Puzzles,['dp'],1500
2418,Clique in the Divisibility Graph,"['dp', 'math', 'number+theory']",1500
2419,Keyboard,['implementation'],1500
2420,Marathon,"['implementation', 'math']",1500
2421,Resort,['graphs'],1500
2422,Inna and Huge Candy Matrix,"['implementation', 'math']",1500
2423,Newspaper Headline,"['greedy', 'strings']",1500
2424,PFAST Inc.,"['bitmasks', 'brute+force', 'graphs']",1500
2425,Suitable Replacement,"['binary+search', 'greedy', 'implementation']",1500
2426,Secret,"['constructive+algorithms', 'implementation']",1500
2427,Statues,['dfs+and+similar'],1500
2428,Solution for Cube,"['brute+force', 'implementation']",1500
2429,Two Semiknights Meet,"['greedy', 'math']",1500
2430,Polo the Penguin and Houses,['combinatorics'],1500
2431,Brain Network (medium),"['dfs+and+similar', 'graphs', 'trees']",1500
2432,Facetook Priority Wall,"['expression+parsing', 'implementation', 'strings']",1500
2433,Guest Student,['math'],1500
2434,Permutations,['greedy'],1500
2435,Weird Game,"['games', 'greedy']",1500
2436,Lucky Transformation,['strings'],1500
2437,Elimination,"['dp', 'implementation', 'math']",1500
2438,Workout plan,"['data+structures', 'greedy']",1500
2439,Online Courses In BSU,"['*special', 'dfs+and+similar', 'graphs', 'implementation']",1500
2440,Lawnmower,"['greedy', 'sortings']",1500
2441,Traffic Lights,['implementation'],1500
2442,Young Table,"['implementation', 'sortings']",1500
2443,STL,['dfs+and+similar'],1500
2444,QR code,"['*special', 'implementation']",1500
2445,Spelling Check,"['hashing', 'implementation', 'strings']",1500
2446,Jury Size,"['brute+force', 'implementation']",1500
2447,Sum,['math'],1500
2448,Party,"['brute+force', 'dfs+and+similar', 'dsu', 'graphs']",1500
2449,Party,"['dfs+and+similar', 'dsu', 'graphs']",1500
2450,Restoring Table,"['constructive+algorithms', 'greedy']",1500
2451,Permutations,['greedy'],1500
2452,Lie or Truth,"['*special', 'constructive+algorithms', 'sortings']",1500
2453,Square and Rectangles,['implementation'],1500
2454,Restoring IPv6,"['implementation', 'strings']",1500
2455,Making Genome in Berland,"['*special', 'dfs+and+similar', 'strings']",1500
2456,Field of Wonders,"['implementation', 'strings']",1500
2457,Cola,['implementation'],1500
2458,Lightsabers (easy),['implementation'],1500
2459,Physical Education,['sortings'],1500
2460,F1 Champions,['implementation'],1500
2461,Summer Homework,"['brute+force', 'data+structures']",1500
2462,Cinema Cashier,"['dp', 'implementation']",1500
2463,Train,"['dp', 'games', 'greedy']",1500
2464,Encrypting Messages,['data+structures'],1500
2465,EKG,"['brute+force', 'dfs+and+similar']",1500
2466,Easy Tape Programming,"['brute+force', 'implementation']",1500
2467,Jeopardy of Dropped Balls,"['binary+search', 'brute+force', 'dsu', 'implementation']",1500
2468,Large Bouquets,[],1500
2469,Oh Sweet Beaverette,"['data+structures', 'sortings']",1500
2470,IT Restaurants,"['dfs+and+similar', 'dp', 'trees']",1500
2471,Calendar Reform,"['*special', 'number+theory']",1500
2472,Bus,"['*special', 'implementation', 'sortings']",1500
2473,Mean Requests,"['*special', 'implementation']",1500
2474,Sheldon and Ice Pieces,['greedy'],1500
2475,Quadratic equation,['*special'],1500
2476,Traveling Around the Golden Ring of Berland,"['*special', 'implementation']",1500
2477,Magic Squares,[],1500
2478,Generate superposition of two basis states,[],1500
2479,Diophantine equation,['*special'],1500
2480,Expression,"['*special', 'expression+parsing']",1500
2481,Expecting Trouble,"['*special', 'probabilities']",1500
2482,Decimal sum,['*special'],1500
2483,Used Markers,"['*special', 'greedy']",1500
2484,Exponentiation,['*special'],1500
2485,Bernstein-Vazirani algorithm,[],1500
2486,Goofy Numbers,"['*special', 'implementation']",1500
2487,World of Mouth,"['*special', 'strings']",1500
2488,Anti-diagonal unitary,['*special'],1500
2489,Friendly Numbers,"['*special', 'implementation']",1500
2490,Rotation,"['*special', 'geometry', 'math']",1500
2491,k-Tree,"['dp', 'implementation', 'trees']",1600
2492,Spreadsheet,"['implementation', 'math']",1600
2493,Maze,['dfs+and+similar'],1600
2494,Good Subarrays,"['data+structures', 'dp', 'math']",1600
2495,Linova and Kingdom,"['dfs+and+similar', 'dp', 'greedy', 'sortings', 'trees']",1600
2496,Celex Update,['math'],1600
2497,Constructing the Array,"['constructive+algorithms', 'data+structures', 'sortings']",1600
2498,Special Permutation,['constructive+algorithms'],1600
2499,Game On Leaves,"['games', 'trees']",1600
2500,Hilbert's Hotel,"['math', 'number+theory', 'sortings']",1600
2501,Circle of Monsters,"['brute+force', 'constructive+algorithms', 'greedy', 'math']",1600
2502,Hamburgers,"['binary+search', 'brute+force']",1600
2503,Phoenix and Distribution,"['constructive+algorithms', 'greedy', 'sortings', 'strings']",1600
2504,Orac and LCM,"['data+structures', 'math', 'number+theory']",1600
2505,LCM Challenge,['number+theory'],1600
2506,Hard problem,"['dp', 'strings']",1600
2507,Multiples of Length,"['constructive+algorithms', 'greedy', 'number+theory']",1600
2508,Array Walk,"['brute+force', 'dp', 'greedy']",1600
2509,Potions (Hard Version),"['data+structures', 'greedy']",1600
2510,Yet Another Counting Problem,"['math', 'number+theory']",1600
2511,Maximum Sum on Even Positions,"['divide+and+conquer', 'dp', 'greedy', 'implementation']",1600
2512,k-LCM (hard version),"['constructive+algorithms', 'math']",1600
2513,Game with Chips,"['constructive+algorithms', 'implementation']",1600
2514,Grid-00100,"['constructive+algorithms', 'greedy', 'implementation']",1600
2515,Reading Books (easy version),"['data+structures', 'greedy', 'sortings']",1600
2516,Fox And Names,"['dfs+and+similar', 'graphs', 'sortings']",1600
2517,Row GCD,"['math', 'number+theory']",1600
2518,Boboniu and Bit Operations,"['bitmasks', 'brute+force', 'dp', 'greedy']",1600
2519,DZY Loves Sequences,"['dp', 'implementation', 'two+pointers']",1600
2520,Ehab and Prefix MEXs,"['brute+force', 'constructive+algorithms', 'greedy']",1600
2521,Kuroni and Impossible Calculation,"['brute+force', 'combinatorics', 'math', 'number+theory']",1600
2522,Almost All Divisors,"['math', 'number+theory']",1600
2523,Obtain The String,"['dp', 'greedy', 'strings']",1600
2524,Distinct Characters Queries,['data+structures'],1600
2525,Balance the Bits,"['constructive+algorithms', 'greedy']",1600
2526,Mafia,"['binary+search', 'math', 'sortings']",1600
2527,Maximum Sum of Products,"['brute+force', 'dp', 'implementation', 'math', 'two+pointers']",1600
2528,Perfect Keyboard,"['dfs+and+similar', 'greedy', 'implementation']",1600
2529,Taxes,"['math', 'number+theory']",1600
2530,Another Problem on Strings,"['binary+search', 'brute+force', 'dp', 'math', 'strings', 'two+pointers']",1600
